symbol,timestamp,entry_open,entry_high,entry_low,entry_close,daily_rsi,weekly_rsi,daily_adx,weekly_adx,mfe,mae,final_ret,window_days,comment,fwd_1w,o_1w,h_1w,l_1w,c_1w,date_1w,fwd_2w,o_2w,h_2w,l_2w,c_2w,date_2w,fwd_30d,o_30d,h_30d,l_30d,c_30d,date_30d,fwd_60d,o_60d,h_60d,l_60d,c_60d,date_60d,fwd_90d,o_90d,h_90d,l_90d,c_90d,date_90d,fwd_120d,o_120d,h_120d,l_120d,c_120d,date_120d,fwd_180d,o_180d,h_180d,l_180d,c_180d,date_180d,fwd_270d,o_270d,h_270d,l_270d,c_270d,date_270d,fwd_365d,o_365d,h_365d,l_365d,c_365d,date_365d,batch,mfe_bucket,reviewed
DIACABS,2022-05-02,0.17,0.18,0.17,0.18,50.07907836468763,50.00280699263213,34.94047013982563,24.045841993297177,11.944444444444445,0.0,11.944444444444445,504.0,,0.0,0.18,0.18,0.18,0.18,2022-05-09,0.05555555555555558,0.19,0.19,0.19,0.19,2022-05-16,0.05555555555555558,0.19,0.19,0.19,0.19,2022-06-06,0.05555555555555558,0.19,0.19,0.19,0.19,2022-07-04,0.05555555555555558,0.19,0.19,0.19,0.19,2022-08-01,0.11111111111111116,0.2,0.2,0.2,0.2,2022-09-05,11.944444444444445,2.22,2.33,2.22,2.33,2023-09-18,11.944444444444445,2.22,2.33,2.22,2.33,2023-09-18,11.944444444444445,2.22,2.33,2.22,2.33,2023-09-18,12,9,False
JAIBALAJI,2023-07-13,19.44,19.44,18.53,19.06,71.74959567333521,69.15846852659291,42.618034410149896,51.715600037819804,8.37722980062959,0.0,8.37722980062959,179.0,,0.2256033578174188,21.56,23.47,21.25,23.36,2023-07-20,0.49422875131164745,28.48,28.48,28.48,28.48,2023-07-27,1.4223504721930746,42.24,46.5,42.24,46.17,2023-08-14,2.5173137460650583,66.8,67.94,63.2,67.04,2023-09-11,4.353095487932844,100.58,103.8,98.0,102.03,2023-10-11,5.019412381951732,120.0,121.96,114.73,114.73,2023-11-10,8.603357817418678,186.0,186.6,182.0,183.04,2024-01-09,10.008394543546695,205.0,209.82,203.22,209.82,2024-04-08,8.119622245540398,175.78,176.39,173.24,173.82,2024-07-12,14,9,False
FORCEMOT,2023-04-03,1166.0,1264.0,1166.0,1233.8,36.64899501379851,35.475415665310756,46.14426928758057,36.70872927255187,3.9285945858323874,0.0,3.9285945858323874,330.0,,0.05872102447722494,1287.15,1325.15,1275.3,1306.25,2023-04-10,0.025328254174096232,1266.25,1272.1,1241.1,1265.05,2023-04-17,0.08915545469281905,1345.6,1351.5,1339.3,1343.8,2023-05-03,0.5564110876965473,1859.0,1929.9,1836.05,1920.3,2023-06-02,1.21413519208948,2710.0,2796.6,2665.0,2731.8,2023-07-03,1.0999351596693145,2578.0,2625.0,2550.05,2590.9,2023-08-01,2.116712595234236,3831.6,3944.0,3810.0,3845.4,2023-10-03,2.584576106338142,4400.0,4587.0,4250.1,4422.65,2024-02-14,5.120684065488734,7602.0,7689.0,7470.0,7551.7,2024-04-02,6,9,False
SUZLON,2023-04-03,7.9,8.2,7.9,8.1,40.918250753857535,40.467794014030304,25.46996588490497,22.049918031910813,3.7716049382716053,-0.01851851851851849,3.7716049382716053,224.0,,-0.006172839506172756,8.2,8.2,8.0,8.05,2023-04-10,0.006172839506172867,8.0,8.2,7.95,8.15,2023-04-17,0.0,8.1,8.3,8.0,8.1,2023-05-03,0.3580246913580247,11.25,11.4,10.85,11.0,2023-06-02,1.0740740740740744,15.75,16.8,15.75,16.8,2023-07-03,1.3827160493827164,19.55,19.85,19.1,19.3,2023-08-01,2.3271604938271606,25.95,27.05,25.75,26.95,2023-10-03,3.71604938271605,38.55,38.7,38.0,38.2,2023-12-29,4.246913580246914,41.8,43.0,40.4,42.5,2024-04-02,4,9,False
ANANDRATHI,2023-07-06,226.13,228.96,224.0,224.56,64.50529615341073,63.657474555971845,56.05517991112057,33.34378996985173,3.6605806911293195,0.0,3.5894193088706796,327.0,,0.11591556822230142,246.25,273.16,243.75,250.59,2023-07-13,0.15403455646597775,257.25,260.0,255.31,259.15,2023-07-20,0.437611328820805,324.5,329.7,314.31,322.83,2023-08-07,0.5588261489134307,352.74,352.74,348.25,350.05,2023-09-04,0.979337370858568,434.49,449.96,428.03,444.48,2023-10-04,1.2539633060206623,507.19,512.0,491.3,506.15,2023-11-03,1.870724973281083,643.75,657.75,627.51,644.65,2024-01-02,3.030682223013894,937.25,943.75,892.1,905.13,2024-04-01,3.4645529034556466,972.14,1005.0,966.68,1002.56,2024-07-05,6,9,False
SKYGOLD,2023-08-14,27.27,27.27,27.27,27.27,40.25259102846974,38.162759284194095,30.94988010087226,21.44206320654036,3.6351301796846354,0.0,2.86982031536487,233.0,,0.07004033736706994,29.18,29.18,29.18,29.18,2023-08-21,0.0517051705170517,28.91,28.91,28.68,28.68,2023-08-28,0.022735606894022764,27.89,27.89,27.89,27.89,2023-09-13,0.9633296662999633,49.1,55.44,49.1,53.54,2023-10-13,1.9508617528419507,80.47,80.47,80.47,80.47,2023-11-12,2.902823615694903,106.43,116.0,106.43,106.43,2023-12-12,3.0022002200220026,110.99,112.5,107.0,109.14,2024-02-12,3.4297763109644297,121.6,124.0,119.8,120.8,2024-05-10,8.037037037037036,246.44,246.44,246.44,246.44,2024-08-13,14,9,False
AURIONPRO,2023-04-05,162.48,164.25,158.0,163.48,40.82934985021586,39.714189621877345,44.66448521529535,21.01491243314588,3.492598482994862,0.0,3.492598482994862,196.0,,0.043430389038414674,163.85,171.45,163.73,170.58,2023-04-12,0.041717641301688424,174.5,175.0,169.35,170.3,2023-04-19,0.3888549057988746,216.35,233.95,213.53,227.05,2023-05-05,1.4684976755566432,402.0,422.25,392.75,403.55,2023-06-05,1.8086004404208467,469.5,472.5,455.0,459.15,2023-07-04,2.400905309517984,555.0,565.0,535.0,555.98,2023-08-03,2.875091754343039,624.5,635.0,610.0,633.5,2023-10-03,5.7878639588940555,1088.4,1120.0,1085.0,1109.68,2024-01-01,6.334536334719844,1171.58,1210.0,1171.58,1199.05,2024-04-04,15,9,False
PGEL,2024-03-19,169.3,176.14,167.32,173.45,36.693692415741765,34.61961454431755,30.865310766562494,44.399606890527195,3.313346785817239,-0.0867685211876621,3.313346785817239,258.0,,-0.0867685211876621,164.7,166.33,157.15,158.4,2024-03-26,0.037878351109829955,179.25,181.0,176.0,180.02,2024-04-02,0.08999711732487747,183.01,191.52,182.1,189.06,2024-04-18,0.265436725281061,214.7,221.9,213.7,219.49,2024-05-18,0.7336984721821851,297.54,302.88,291.26,300.71,2024-06-18,1.0579417699625253,364.8,365.95,350.9,356.95,2024-07-18,2.543960795618334,618.95,637.0,608.0,614.7,2024-09-16,4.76621504756414,933.0,1014.0,930.0,1000.15,2024-12-16,4.149322571346209,898.0,901.95,875.0,893.15,2025-03-19,9,9,False
CUPID,2025-07-11,21.96,23.8,21.94,23.7,69.88942018080905,67.02992411359965,45.68147543067874,35.74533183343455,3.1063291139240503,0.0,3.1063291139240503,171.0,,0.23839662447257393,26.98,29.59,26.87,29.35,2025-07-18,0.2481012658227848,29.58,30.96,29.3,29.58,2025-07-25,0.39367088607594947,33.82,34.68,31.82,33.03,2025-08-11,0.658649789029536,37.6,39.8,37.46,39.31,2025-09-09,1.027848101265823,43.11,49.68,42.12,48.06,2025-10-09,1.205485232067511,54.0,54.0,50.81,52.27,2025-11-10,2.6607594936708865,87.96,93.79,84.3,86.76,2026-01-07,2.6430379746835446,88.0,89.89,85.76,86.34,2026-04-07,7.727004219409283,212.24,215.25,205.0,206.83,2026-07-13,9,9,False
IRCON,2023-03-31,54.0,56.45,53.85,56.0,52.03647816656322,47.82794178278585,20.39589740930349,32.085676255142886,2.6669642857142857,0.0,2.6669642857142857,291.0,,0.03482142857142856,58.9,58.9,57.6,57.95,2023-04-10,0.025892857142857162,58.6,58.65,57.25,57.45,2023-04-17,0.5410714285714284,75.0,87.95,74.9,86.3,2023-05-02,0.4276785714285716,82.95,83.65,79.3,79.95,2023-05-30,0.4910714285714286,84.5,84.5,83.3,83.5,2023-06-30,0.7375,93.75,97.85,93.05,97.3,2023-07-31,1.5455357142857147,141.45,144.0,141.05,142.55,2023-09-27,2.057142857142857,167.2,173.0,165.7,171.2,2023-12-26,3.057142857142857,221.7,228.0,220.55,227.2,2024-04-01,9,9,False
MAZDOCK,2022-07-05,129.75,129.75,125.3,126.35,46.155940576163864,44.901019252945844,22.44047268674961,22.833661617287447,2.616937079540958,0.0,1.734863474475663,274.0,,0.03031262366442422,131.4,132.38,129.4,130.18,2022-07-12,0.04178868223189558,131.35,134.35,131.0,131.63,2022-07-19,0.08428967154728939,137.25,139.0,134.23,137.0,2022-08-04,0.5516422635536211,199.73,202.3,194.53,196.05,2022-09-05,1.0312623664424216,243.15,262.5,243.15,256.65,2022-10-03,1.8674317372378315,319.5,374.5,318.3,362.3,2022-11-02,2.1189552829442024,399.0,400.55,390.7,394.08,2023-01-02,1.6003165809259996,332.5,333.0,325.1,328.55,2023-04-03,4.155362089434112,641.65,662.28,641.5,651.38,2023-07-05,3,9,False
HBLENGINE,2023-05-25,105.5,109.5,105.5,108.1,54.23966290493483,53.91236141878741,26.40239873949511,19.12841489323345,2.550416281221092,-0.03515263644773359,2.550416281221092,190.0,,0.0027752081406107187,107.65,110.75,107.0,108.4,2023-06-01,0.20767807585568931,137.7,137.75,128.8,130.55,2023-06-08,0.4065679925994452,146.4,152.8,144.05,152.05,2023-06-26,0.5675300647548567,169.25,172.45,168.4,169.45,2023-07-24,1.6466234967622575,280.9,289.7,276.05,286.1,2023-08-23,1.3085106382978724,245.2,251.8,243.8,249.55,2023-09-22,2.190564292321924,344.9,358.7,340.4,344.9,2023-11-21,3.887604070305273,540.05,547.25,520.3,528.35,2024-02-19,3.7576318223866787,542.0,544.6,498.0,514.3,2024-05-24,7,9,False
CHENNPETRO,2022-03-03,109.0,111.5,108.75,110.4,45.82115898800244,41.671737223329764,31.632803380454,23.974715254010672,2.4402173913043477,-0.021286231884058093,1.5615942028985508,172.0,,0.12137681159420288,128.7,129.2,122.2,123.8,2022-03-10,0.13360507246376807,126.75,129.0,124.95,125.15,2022-03-17,0.20969202898550732,131.1,134.9,131.1,133.55,2022-04-04,1.7821557971014488,290.0,307.15,280.55,307.15,2022-05-02,1.6711956521739126,288.8,295.3,286.5,294.9,2022-06-01,1.6933876811594204,305.25,313.0,272.55,297.35,2022-07-01,1.6444746376811592,298.05,302.0,288.25,291.95,2022-08-30,0.9148550724637681,202.0,214.0,202.0,211.4,2022-11-28,1.1553442028985503,236.0,241.9,235.2,237.95,2023-03-03,9,9,False
REFEX,2023-04-06,54.39,55.02,52.41,55.02,54.35180701656482,49.53622800591311,35.51797827709844,24.12061541057705,2.2262813522355502,0.0,1.5312613595056344,194.0,,0.0730643402399127,59.3,60.48,57.4,59.04,2023-04-13,0.06397673573246077,59.72,60.8,58.0,58.54,2023-04-20,0.1764812795347146,61.98,67.0,61.4,64.73,2023-05-08,0.8458742275536169,105.24,107.71,100.4,101.56,2023-06-05,0.9098509632860776,107.58,107.59,104.22,105.08,2023-07-05,1.8438749545619775,156.47,156.47,156.47,156.47,2023-08-04,1.3200654307524538,128.39,129.8,124.35,127.65,2023-10-03,1.2960741548527808,122.0,126.33,120.4,126.33,2024-01-01,1.614503816793893,141.5,145.4,140.3,143.85,2024-04-05,16,9,False
OPTIEMUS,2024-06-10,258.05,276.4,255.9,268.95,43.7401161099813,39.60142232497946,29.248390072921815,33.131956220854455,2.164900539133668,-0.008365867261572735,1.6454731362706823,177.0,,0.04201524446923233,279.45,284.4,274.5,280.25,2024-06-18,0.20970440602342455,315.3,328.15,311.05,325.35,2024-06-24,0.47313627068228303,409.55,420.5,388.0,396.2,2024-07-10,0.9631901840490797,489.9,533.0,487.0,528.0,2024-08-09,1.134783416992006,597.9,599.45,570.0,574.15,2024-09-09,1.5047406581148914,641.6,673.65,609.55,673.65,2024-10-08,1.743818553634505,734.0,740.0,722.7,737.95,2024-12-09,0.7110987172336867,455.0,471.3,455.0,460.2,2025-03-07,1.2368469975831942,602.4,609.8,594.2,601.6,2025-06-10,16,9,False
GABRIEL,2023-03-31,138.0,139.45,135.2,136.05,32.49055209596791,31.538679443664858,45.6493764770928,40.96652399075986,2.152517456817346,0.0,1.400588019110621,355.0,,0.06504961411245858,147.9,149.3,144.0,144.9,2023-04-10,0.04630650496141109,145.55,145.9,141.7,142.35,2023-04-17,0.16685042263873573,154.95,161.25,154.5,158.75,2023-05-02,0.2741639103270854,176.7,176.7,172.05,173.35,2023-05-30,0.4410143329658214,192.0,198.2,191.25,196.05,2023-06-30,0.65380374862183,217.5,225.8,216.25,225.0,2023-07-31,1.3704520396912896,316.8,332.35,314.7,322.5,2023-09-27,1.9231900036751193,407.2,407.2,395.05,397.7,2023-12-26,1.6449834619625139,334.0,363.8,332.0,359.85,2024-04-01,9,9,False
FACT,2022-10-19,115.7,122.0,115.1,119.05,51.68199293158974,50.10983298423258,23.15387415684711,21.73884833725453,2.1360772784544313,-0.03569928601427974,0.8496430071398571,169.0,,-0.004619907601847939,116.95,119.05,116.7,118.5,2022-10-27,0.023099538009239806,118.15,124.8,116.6,121.8,2022-11-02,0.050398992020159517,127.6,128.15,124.15,125.05,2022-11-18,1.2351952960940782,278.7,295.4,257.35,266.1,2022-12-19,1.6921461570768583,305.0,320.5,294.0,320.5,2023-01-17,1.122217555648887,256.25,259.3,251.65,252.65,2023-02-16,1.8063838723225536,314.95,351.8,309.15,334.1,2023-04-17,3.1238975220495586,496.55,505.8,488.5,490.95,2023-07-17,5.112137757244855,718.85,748.0,711.05,727.65,2023-10-19,4,9,False
ETERNAL,2023-04-03,51.5,52.15,50.9,51.95,43.59294432468457,41.9319551427791,19.16456642916681,22.470900095779587,1.9605389797882582,-0.004812319538017307,1.9605389797882582,315.0,,0.038498556304138676,52.15,54.2,51.8,53.95,2023-04-10,0.038498556304138676,54.2,54.25,53.0,53.95,2023-04-17,0.2232916265640037,63.45,64.95,63.15,63.55,2023-05-03,0.3695861405197305,70.0,73.2,69.5,71.15,2023-06-02,0.45620789220404245,75.45,77.25,74.55,75.65,2023-07-03,0.6313763233878729,84.6,85.7,84.2,84.75,2023-08-01,1.026948989412897,101.0,105.9,100.0,105.3,2023-10-03,1.381135707410972,124.0,125.55,123.25,123.7,2023-12-29,2.524542829643888,185.0,185.0,180.75,183.1,2024-04-02,1,9,False
POWERINDIA,2023-11-17,4581.25,4680.0,4549.15,4595.1,56.982117620156174,56.261509036776985,24.099767851483865,28.707198342373683,1.914724380318165,0.0,1.914724380318165,228.0,,0.051369937542164346,4832.15,4920.5,4773.0,4831.15,2023-11-24,0.029966703662597016,4700.0,4827.25,4700.0,4732.8,2023-12-01,0.13436051446105624,5088.0,5250.0,5073.45,5212.5,2023-12-18,0.28780657657069475,5900.0,6024.3,5881.0,5917.6,2024-01-16,0.27566320645905407,5904.5,6019.95,5825.35,5861.8,2024-02-15,0.4153010815869076,6698.0,6698.0,6440.0,6503.45,2024-03-18,1.3385018824399904,9785.0,10849.95,9710.45,10745.65,2024-05-15,1.4754194685643398,11575.4,11780.0,11250.0,11374.8,2024-08-13,1.4791952297012032,11782.3,11790.4,11220.9,11392.15,2024-11-18,2,9,False
THANGAMAYL,2023-03-06,491.23,496.05,484.49,492.56,42.78677820351444,40.5224415491442,16.881948194996937,19.793106057247456,1.8661482865031673,-0.01662741594932593,1.8661482865031673,219.0,,0.04007633587786241,492.17,522.2,490.43,512.3,2023-03-13,0.009887120350820178,506.53,510.75,495.08,497.43,2023-03-20,0.006496670456391129,493.62,498.35,491.81,495.76,2023-04-05,0.013419684911482932,510.82,510.82,497.01,499.17,2023-05-05,0.48264170862433,729.03,749.88,724.11,730.29,2023-06-05,0.4794339775864871,731.86,740.22,727.11,728.71,2023-07-04,1.5171958746142598,1235.22,1276.93,1231.4,1239.87,2023-09-04,1.6988590222510962,1332.69,1333.51,1312.78,1329.35,2023-12-01,1.5769043365275297,1295.39,1301.1,1264.34,1269.28,2024-03-05,10,9,False
WOCKPHARMA,2024-06-24,580.0,593.75,578.3,590.9,59.47025845261973,58.68831720380744,16.142800572990378,19.927334976892794,1.7967507192418344,0.0,1.2918429514300223,267.0,,0.3943137586732104,750.0,823.9,730.5,823.9,2024-07-01,0.4897613809443222,914.0,940.0,870.0,880.3,2024-07-08,0.46852259265527163,899.0,899.0,862.0,867.75,2024-07-24,0.7233034354374683,977.0,1018.3,970.0,1018.3,2024-08-23,0.7058723980368928,1033.8,1044.0,1005.1,1008.0,2024-09-23,0.725672702656964,1070.0,1084.0,1013.5,1019.7,2024-10-22,1.435606701641564,1469.75,1478.65,1415.0,1439.2,2024-12-23,1.5703164664071756,1490.0,1528.95,1470.0,1518.8,2025-03-21,1.929260450160772,1770.0,1788.5,1721.0,1730.9,2025-06-24,7,9,False
MRPL,2022-03-30,41.15,43.0,40.8,42.3,46.37479351971963,44.34106184130506,19.319290511196332,19.789982995773283,1.789598108747045,-0.016548463356973908,1.789598108747045,70.0,,0.1962174940898347,49.0,51.9,48.3,50.6,2022-04-06,0.24468085106382986,54.15,54.8,52.25,52.65,2022-04-13,0.7434988179669031,71.2,75.8,70.5,73.75,2022-04-29,0.8392434988179669,80.1,81.7,76.0,77.8,2022-05-30,1.1359338061465722,83.5,90.35,83.5,90.35,2022-06-28,0.7635933806146571,73.7,75.2,73.25,74.6,2022-07-28,0.42316784869976365,63.05,63.3,59.7,60.2,2022-09-26,0.2706855791962175,53.0,54.4,52.4,53.75,2022-12-26,0.24231678486997632,51.6,52.95,51.6,52.55,2023-03-31,6,9,False
RECLTD,2023-05-31,140.45,142.65,139.75,141.55,65.73083748705167,63.63942483735177,35.65928756302884,46.893950929646934,1.7700459201695513,-0.006711409395973256,1.7700459201695513,188.0,,0.03532320734722716,146.6,147.35,146.15,146.55,2023-06-07,0.08583539385376171,155.4,155.95,152.95,153.7,2023-06-14,0.16319321794418928,169.0,169.5,164.0,164.65,2023-06-30,0.4337689862239489,194.7,203.85,193.05,202.95,2023-07-31,0.7262451430589896,244.0,247.0,241.55,244.35,2023-08-29,0.9872836453549982,284.2,286.0,279.6,281.3,2023-09-28,1.3952666902154713,339.0,342.4,331.85,339.05,2023-11-28,2.246202755210173,463.0,467.2,458.55,459.5,2024-02-26,2.869657364888732,568.75,572.15,545.0,547.75,2024-05-30,3,9,False
TRENT,2023-11-08,1633.34,1669.24,1594.04,1635.24,75.6598882594355,74.93756069240445,49.98589199074706,63.894583787124226,1.7698013747217534,0.0,1.7654411584843812,287.0,,0.040893079914874786,1719.88,1719.88,1689.91,1702.11,2023-11-15,0.07105990557960906,1750.01,1764.71,1738.34,1751.44,2023-11-22,0.15836819060199114,1904.88,1924.88,1866.81,1894.21,2023-12-08,0.24123064504292957,2053.98,2055.48,2025.21,2029.71,2024-01-08,0.23733519238766165,2016.68,2080.94,2014.44,2023.34,2024-02-06,0.6112680707419094,2593.35,2652.01,2560.21,2634.81,2024-03-07,0.8382928499792079,3036.68,3053.35,2986.85,3006.05,2024-05-06,1.17987573689489,3573.35,3616.25,3484.05,3564.62,2024-08-05,1.652222303759693,4666.02,4676.86,4204.59,4337.02,2024-11-07,2,9,False
GRAVITA,2024-05-18,960.8,974.0,931.35,968.1,50.15307224071959,48.22923346637758,25.711299446940842,19.281808822904306,1.752453258960851,-0.01776675963226948,1.3321454395207106,205.0,,0.1765313500671417,1076.25,1150.0,1066.25,1139.0,2024-05-27,0.10680714802189861,1120.0,1125.0,1064.05,1071.5,2024-06-03,0.32656750335709117,1305.35,1305.75,1262.75,1284.25,2024-06-18,0.44215473608098343,1422.05,1429.65,1355.6,1396.15,2024-07-18,1.2895878524945772,1970.7,2311.5,1961.65,2216.55,2024-08-16,1.6704369383328168,2584.7,2660.0,2510.2,2585.25,2024-09-16,1.1673380849085837,2135.0,2184.95,2083.45,2098.2,2024-11-14,0.8792480115690526,1855.0,1873.45,1801.5,1819.3,2025-02-12,1.18293564714389,2055.2,2170.0,2055.2,2113.3,2025-05-19,10,9,False
WELCORP,2026-03-25,815.0,840.0,806.0,835.55,50.30095129298725,48.60595446709238,15.424849625231392,15.380824770043501,1.742145891927473,-0.027347256298246525,1.742145891927473,149.0,,-0.009275327628508134,825.8,847.65,823.5,827.8,2026-04-01,0.12147687152175224,910.0,944.0,894.0,937.05,2026-04-08,0.4450960445215728,1210.0,1218.0,1175.3,1207.45,2026-04-24,0.5529890491293159,1284.9,1321.4,1284.9,1297.6,2026-05-25,0.695170845550835,1418.8,1439.0,1399.1,1416.4,2026-06-23,0.9302255999042548,1611.8,1622.8,1600.0,1612.8,2026-07-23,,,,,,,,,,,,,,,,,,,6,9,False
HFCL,2026-04-06,71.44,73.45,69.83,72.88,52.443244511754955,52.434630514868324,12.28517563864234,15.552828074134986,1.7361416026344676,-0.003293084522502654,1.7361416026344676,58.0,,0.18002195389681686,82.25,89.8,81.69,86.0,2026-04-13,0.2801866081229418,97.0,97.49,92.92,93.3,2026-04-20,0.9409989023051595,128.9,142.95,128.0,141.46,2026-05-06,1.5690175631174532,196.0,197.0,187.23,187.23,2026-06-05,2.086580680570801,212.9,225.2,210.85,224.95,2026-07-06,1.7823819978046105,202.4,207.0,200.22,202.78,2026-08-04,,,,,,,,,,,,,,,,,,,8,9,False
KALYANKJIL,2023-05-04,106.5,107.0,105.0,105.65,46.19721808468845,43.9796813426003,26.87795527978473,24.00669407254922,1.6867013724562234,-0.008045433033601612,1.6867013724562234,165.0,,0.007572172266919086,105.45,106.6,105.2,106.45,2023-05-11,0.010411736867013577,107.9,108.2,106.25,106.75,2023-05-18,0.052531945101750965,112.5,113.35,110.35,111.2,2023-06-05,0.42404164694746793,147.05,152.8,145.65,150.45,2023-07-03,0.5925224798864173,172.55,173.05,162.65,168.25,2023-08-02,1.3237103644107902,255.95,261.9,242.65,245.5,2023-09-01,1.73260766682442,292.8,292.8,286.8,288.7,2023-10-31,2.3596781826786555,356.0,359.3,350.1,354.95,2024-01-29,2.843823946994794,414.8,415.8,403.5,406.1,2024-05-03,5,9,False
APARINDS,2022-05-25,622.85,624.95,601.25,612.85,41.90328978940318,41.24198617715304,20.033450709762548,20.005746045645665,1.6712082891408988,-0.010116668026433961,1.6712082891408988,196.0,,0.17418617932609926,720.0,739.5,710.05,719.6,2022-06-01,0.298033776617443,792.0,841.0,785.95,795.5,2022-06-08,0.5878273639552909,928.6,989.0,925.05,973.1,2022-06-24,0.7520600473198988,985.0,1090.0,956.0,1073.75,2022-07-25,1.1806314758913277,1218.0,1372.0,1200.2,1336.4,2022-08-23,1.1982540589051154,1290.1,1378.0,1290.1,1347.2,2022-09-22,1.4807049033205515,1529.5,1542.95,1511.25,1520.3,2022-11-21,2.792118789263278,2405.0,2419.7,2304.0,2324.0,2023-02-20,3.462511218079465,2792.75,2821.0,2715.55,2734.85,2023-05-25,5,9,False
WEBELSOLAR,2023-10-11,16.72,18.25,16.63,18.25,75.2136110942676,74.7547651002128,54.078903207994564,67.69062868138148,1.6591780821917808,-0.0926027397260275,1.6591780821917808,174.0,,0.08328767123287673,20.3,20.31,19.77,19.77,2023-10-18,-0.0871232876712329,16.94,17.5,16.11,16.66,2023-10-25,0.08657534246575338,19.5,20.37,19.12,19.83,2023-11-10,0.3780821917808219,24.22,25.76,24.08,25.15,2023-12-11,0.4695890410958905,27.01,28.2,26.54,26.82,2024-01-09,1.5013698630136987,45.65,45.65,44.35,45.65,2024-02-08,2.1331506849315067,55.5,57.18,55.2,57.18,2024-04-08,2.0936986301369864,57.0,58.0,56.15,56.46,2024-07-08,4.852602739726027,103.9,106.81,101.21,106.81,2024-10-10,16,9,False
FACT,2023-06-07,336.8,341.95,330.45,333.8,59.092877332641564,59.044582168877405,25.026558496106816,26.57425202092296,1.6568304373876575,-0.043738765727980855,0.9959556620730976,299.0,,0.12866986219292986,331.75,389.4,326.0,376.75,2023-06-14,0.23936488915518273,420.0,437.7,407.4,413.7,2023-06-21,0.4054823247453563,475.0,480.25,465.6,469.15,2023-07-07,0.41267225883762726,478.25,483.0,470.0,471.55,2023-08-07,0.3774715398442181,471.25,481.9,439.9,459.8,2023-09-05,0.6017076093469143,530.0,543.45,527.0,534.65,2023-10-05,1.2446075494307967,737.9,761.9,730.25,749.25,2023-12-04,1.1574295985620129,735.0,735.0,712.05,720.15,2024-03-04,1.0834331935290593,670.0,705.4,669.95,695.45,2024-06-06,4,9,False
KIRLOSENG,2022-07-01,135.65,135.9,133.25,135.1,42.83578559205113,42.532366981876486,32.232252160711795,17.96719128299425,1.6413767579570693,0.0,1.4059955588453001,248.0,,0.0396002960769799,139.0,142.5,138.65,140.45,2022-07-08,0.08808290155440424,144.45,148.0,143.55,147.0,2022-07-15,0.23945225758697264,164.9,171.7,163.9,167.45,2022-08-01,0.6798667653589934,218.95,233.35,216.75,226.95,2022-08-30,0.7446336047372317,233.0,238.0,225.45,235.7,2022-09-29,0.9296817172464842,258.7,265.0,258.05,260.7,2022-10-31,1.3419689119170983,324.0,324.0,315.0,316.4,2022-12-28,1.7975573649148777,379.4,386.5,363.35,377.95,2023-03-28,1.9430051813471505,394.0,399.2,393.0,397.6,2023-07-03,7,9,False
PCJEWELLER,2022-06-01,2.02,2.21,2.01,2.19,46.78101857684659,43.12947267939768,20.04919932516571,21.906742114707317,1.6301369863013697,0.0,1.6210045662100456,68.0,,0.0365296803652968,2.27,2.31,2.26,2.27,2022-06-08,0.10045662100456632,2.35,2.46,2.35,2.41,2022-06-15,0.08675799086757996,2.34,2.38,2.27,2.38,2022-07-01,1.2465753424657535,4.88,4.92,4.81,4.92,2022-08-01,2.26027397260274,7.17,7.23,7.12,7.14,2022-08-30,2.7351598173515983,7.95,8.2,7.95,8.18,2022-09-29,2.470319634703196,7.91,7.93,7.55,7.6,2022-11-28,0.182648401826484,2.59,2.59,2.59,2.59,2023-02-27,0.11415525114155245,2.35,2.47,2.34,2.44,2023-06-01,13,9,False
DBREALTY,2022-01-03,42.36,42.4,42.31,42.4,60.69980508930339,60.43322287518224,26.80886763635416,35.2341065392555,1.6115566037735851,0.0,0.4386792452830188,148.0,,0.27311320754716983,53.98,53.98,49.16,53.98,2022-01-10,0.46839622641509426,59.83,62.26,58.18,62.26,2022-01-17,0.8589622641509433,78.82,78.82,78.82,78.82,2022-02-02,1.2455188679245284,95.21,95.21,87.71,95.21,2022-03-04,1.1002358490566038,92.26,92.26,87.23,89.05,2022-04-04,0.6379716981132078,69.58,72.66,69.45,69.45,2022-05-04,0.0643867924528303,46.35,48.38,44.26,45.13,2022-07-04,1.2127358490566036,88.66,93.82,85.54,93.82,2022-09-30,0.9058962264150945,81.51,82.07,80.21,80.81,2023-01-03,14,9,False
WEBELSOLAR,2024-07-30,60.18,61.09,59.6,60.77,56.88214332006926,54.223543189919184,29.54735637327757,23.686962172887387,1.60457462563765,-0.018430146453842444,1.5629422412374527,136.0,,0.09939114694750706,66.81,66.81,66.81,66.81,2024-08-06,0.4029948987987495,85.26,85.26,85.26,85.26,2024-08-13,0.565410564423235,95.5,98.5,93.18,95.13,2024-08-29,0.7951291755800558,113.0,114.48,106.6,109.09,2024-09-30,1.073556030936317,124.21,130.0,120.54,126.01,2024-10-28,1.1382260984038175,132.07,133.48,127.22,129.94,2024-11-27,1.2275793977291425,135.37,135.37,135.37,135.37,2025-01-27,1.3268059897975975,143.0,144.7,141.4,141.4,2025-04-28,1.263946025999671,140.38,140.38,135.5,137.58,2025-07-30,16,9,False
